"Story","Title","Result","Date","Stability","Duration (s)"
"El usuario premium quiere solicitar un credito de libre inversión con movistar libre","El usuario premium quiere simular la solicitud del credito","SUCCESS","2022-01-05T11:02:19.794-05:00[America/Bogota]","0.0","51.18"
