"Story","Title","Result","Date","Stability","Duration (s)"
"El usuario premium quiere solicitar un credito de libre inversión con movistar libre","El usuario premium quiere simular la solicitud del credito","FAILURE","2022-01-04T16:05:44.182-05:00[America/Bogota]","0.0","77.01"
