"Story","Title","Result","Date","Stability","Duration (s)"
"El usuario quiere solicitar un credito de libre inversión con movistar libre","El usuario quiere simular la solicitud del credito","SUCCESS","2022-01-05T11:01:08.739-05:00[America/Bogota]","0.0","65.8"
